service,modifier,location,language,page_type,focus_keyword,suggested_slug,title_tag,meta_description,parent_page,sibling_link_targets,cross_service_target,monthly_volume,keyword_difficulty,intent,priority_tier,notes,evidence_sources,evidence_count,backbone_status,publish_recommendation
SEO,agentur,,de,expansion,seo agentur frankfurt,/seo/agentur-frankfurt/,Seo Agentur Frankfurt | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur frankfurt. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur graz,/seo/agentur-graz/,Seo Agentur Graz | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur graz. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur hamburg,/seo/agentur-hamburg/,Seo Agentur Hamburg | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur hamburg. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur hannover,/seo/agentur-hannover/,Seo Agentur Hannover | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur hannover. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur koeln,/seo/agentur-koeln/,Seo Agentur Koeln | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur koeln. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: research-only.,Google Suggest | Backbone Seed | Backbone Pattern,3,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur munchen,/seo/agentur-munchen/,Seo Agentur Munchen | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur munchen. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur preise,/seo/agentur-preise/,Seo Agentur Preise | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur preise. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur schweiz,/seo/agentur-schweiz/,Seo Agentur Schweiz | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur schweiz. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur stuttgart,/seo/agentur-stuttgart/,Seo Agentur Stuttgart | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur stuttgart. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur wien,/seo/agentur-wien/,Seo Agentur Wien | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur wien. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
SEO,agentur,,de,expansion,seo agentur zurich,/seo/agentur-zurich/,Seo Agentur Zurich | NEO THE AGENCY,"NEO THE AGENCY bietet seo agentur zurich. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
SEO,agentur,,de,industry,seo anwalt,/seo/anwalt/,Seo Anwalt | NEO THE AGENCY,"NEO THE AGENCY bietet seo anwalt. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: anwalt. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo article,/seo/article/,Seo Article | NEO THE AGENCY,"NEO THE AGENCY bietet seo article. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo article ai,/seo/article-ai/,Seo Article Ai | NEO THE AGENCY,"NEO THE AGENCY bietet seo article ai. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo article checker,/seo/article-checker/,Seo Article Checker | NEO THE AGENCY,"NEO THE AGENCY bietet seo article checker. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo article writing,/seo/article-writing/,Seo Article Writing | NEO THE AGENCY,"NEO THE AGENCY bietet seo article writing. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo artikel,/seo/artikel/,Seo Artikel | NEO THE AGENCY,"NEO THE AGENCY bietet seo artikel. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo artinya,/seo/artinya/,Seo Artinya | NEO THE AGENCY,"NEO THE AGENCY bietet seo artinya. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,industry,seo arztpraxis,/seo/arzt/,Seo Arztpraxis | NEO THE AGENCY,"NEO THE AGENCY bietet seo arztpraxis. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: arzt. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
SEO,audit,,de,modifier,seo audit,/seo/audit/,Seo Audit | NEO THE AGENCY,"NEO THE AGENCY bietet seo audit. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 3. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest | Backbone Seed,3,public-expansion,research-only
SEO,agentur,,de,expansion,seo audit agentur,/seo/audit-agentur/,Seo Audit Agentur | NEO THE AGENCY,"NEO THE AGENCY bietet seo audit agentur. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo b2 fuse,/seo/b2-fuse/,Seo B2 Fuse | NEO THE AGENCY,"NEO THE AGENCY bietet seo b2 fuse. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,beratung,,de,modifier,seo beratung,/seo/beratung/,Seo Beratung | NEO THE AGENCY,"NEO THE AGENCY bietet seo beratung. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,5.4K,21%,Commercial,Expansion,Semrush-confirmed keyword from the saved backbone research. Confidence: high. Evidence count: 2. Publish recommendation: validate-first.,Bing Autosuggest | Backbone Seed,2,semrush-confirmed,validate-first
SEO,agentur,,de,expansion,seo betreuung agentur,/seo/betreuung-agentur/,Seo Betreuung Agentur | NEO THE AGENCY,"NEO THE AGENCY bietet seo betreuung agentur. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,expansion,seo check,/seo/check/,Seo Check | NEO THE AGENCY,"NEO THE AGENCY bietet seo check. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Bing Autosuggest,1,public-expansion,research-only
SEO,agentur,,de,industry,seo coaching,/seo/coaching/,Seo Coaching | NEO THE AGENCY,"NEO THE AGENCY bietet seo coaching. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: coaching. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
SEO,content,,de,modifier,seo content,/seo/content/,Seo Content | NEO THE AGENCY,"NEO THE AGENCY bietet seo content. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,,Expansion,Expanded from public suggestion sources using the Semrush backbone. Confidence: high. Evidence count: 2. Publish recommendation: research-only.,Google Suggest | Bing Autosuggest,2,public-expansion,research-only
SEO,agentur,,de,industry,seo fur die industrie,/seo/industrie/,Seo Fur Die Industrie | NEO THE AGENCY,"NEO THE AGENCY bietet seo fur die industrie. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: industrie. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
SEO,agentur,,de,industry,seo handwerker,/seo/handwerk/,Seo Handwerker | NEO THE AGENCY,"NEO THE AGENCY bietet seo handwerker. Technische SEO, saubere Informationsarchitektur und klare Conversion-Pfade fuer organisches Wachstum.",/seo/,/google-ads/ | /webdesign/,/google-ads/,,,Commercial,Expansion,Expanded from public suggestion sources using the Semrush backbone. Industry angle: handwerk. Confidence: low. Evidence count: 1. Publish recommendation: research-only.,Google Suggest,1,public-expansion,research-only
